name,stocking_info,longitude,county,latitude,alt,size,location
Horseshoe,"Brook trout: 2013-07-15 00:00:00__1,045,Brook trout: 2011-08-01 00:00:00__2,300,Brook trout: 2010-07-20 00:00:00__2,121,Brook trout: 2009-07-13 00:00:00__800,Brook trout: 2008-07-16 00:00:00__2,045,Brook trout: 2007-06-11 00:00:00__1,187,Brook trout: 2006-07-11 00:00:00__2,001,Brook trout: 2004-06-29 00:00:00__2,000,Brook trout: 2003-07-01 00:00:00__2,000,Brook trout: 2002-07-17 00:00:00__1,425,Brook trout: 2001-06-11 00:00:00__1,521,Brook trout: 2000-07-11 00:00:00__3,998,Brown trout: 2013-07-15 00:00:00__2,500,Brown trout: 2011-08-01 00:00:00__1,901,Brown trout: 2010-07-20 00:00:00__3,045,Brown trout: 2009-07-13 00:00:00__3,000,Brown trout: 2008-07-16 00:00:00__2,006,Brown trout: 2007-07-11 00:00:00__3,980,Brown trout: 2006-07-11 00:00:00__2,008,Brown trout: 2004-06-29 00:00:00__2,000,Brown trout: 2003-07-01 00:00:00__2,000,Brown trout: 2002-07-17 00:00:00__2,000,Cutthroat trout: 2013-09-17 00:00:00__1,332,Rainbow trout: 2001-07-02 00:00:00__2,196,Tiger trout: 2013-07-15 00:00:00__2,499,Tiger trout: 2011-08-01 00:00:00__2,302,Tiger trout: 2009-07-13 00:00:00__2,000,Tiger trout: 2007-07-11 00:00:00__2,838,Tiger trout: 2003-07-01 00:00:00__894,Tiger trout: 2002-07-17 00:00:00__1,540,Tiger trout: 2000-07-11 00:00:00__504",-121.570217,Skamania County,46.308297,4144,21.3,46.308297 -121.570217
Hidden 3,"Brook trout: 2013-06-10 00:00:00__500,Brook trout: 2011-08-09 00:00:00__177,Brook trout: 2010-07-26 00:00:00__225,Brook trout: 2009-07-07 00:00:00__69,Brook trout: 2008-07-25 00:00:00__168,Brook trout: 2007-06-18 00:00:00__168,Brook trout: 2006-07-18 00:00:00__137,Brook trout: 2004-06-21 00:00:00__75,Brook trout: 2003-06-23 00:00:00__75,Brook trout: 2002-07-08 00:00:00__75,Brook trout: 2001-06-01 00:00:00__75,Brook trout: 2000-06-26 00:00:00__75",-121.733229,Skamania County,46.046998,4079,2.3,46.046998 -121.733229
Hidden 1,"Brook trout: 2013-06-10 00:00:00__500,Brook trout: 2011-08-09 00:00:00__885,Brook trout: 2010-07-26 00:00:00__1,035,Brook trout: 2009-07-07 00:00:00__759,Brook trout: 2008-07-25 00:00:00__864,Brook trout: 2007-06-18 00:00:00__864,Brook trout: 2006-07-18 00:00:00__726,Brook trout: 2004-06-21 00:00:00__750,Brook trout: 2003-06-23 00:00:00__750,Brook trout: 2002-07-08 00:00:00__750,Brook trout: 2001-06-01 00:00:00__750,Brook trout: 2000-06-26 00:00:00__750",-121.739268,Skamania County,46.046489,4068,9.2,46.046489 -121.739268
Heather,"Brook trout: 2013-07-16 00:00:00__300,Brook trout: 2011-08-10 00:00:00__244,Brook trout: 2009-07-21 00:00:00__130,Brook trout: 2007-06-29 00:00:00__160,Brook trout: 2003-07-08 00:00:00__250,Brook trout: 2001-06-19 00:00:00__300,Brook trout: 2000-06-21 00:00:00__300",-121.827913,Skamania County,46.00498,4314,2.5,46.00498 -121.827913
Hidden 2,"Brook trout: 2013-06-10 00:00:00__500,Brook trout: 2011-08-09 00:00:00__177,Brook trout: 2010-07-26 00:00:00__225,Brook trout: 2009-07-07 00:00:00__69,Brook trout: 2008-07-25 00:00:00__168,Brook trout: 2007-06-18 00:00:00__168,Brook trout: 2006-07-18 00:00:00__137,Brook trout: 2004-06-21 00:00:00__375,Brook trout: 2003-06-23 00:00:00__375,Brook trout: 2002-07-08 00:00:00__375,Brook trout: 2001-06-01 00:00:00__375,Brook trout: 2000-06-26 00:00:00__375",-121.736619,Skamania County,46.048301,4066,3.8,46.048301 -121.736619
Harty,"Brook trout: 2010-08-18 00:00:00__227,Brook trout: 2008-07-21 00:00:00__168,Brook trout: 2003-07-08 00:00:00__150,Brook trout: 2000-07-18 00:00:00__500",-121.786967,Skamania County,45.974329,4596,2.2,45.974329 -121.786967
Hanaford,"Cutthroat trout: 2007-08-29 00:00:00__1,210,Cutthroat trout: 2004-09-14 00:00:00__1,176,Cutthroat trout: 2001-10-01 00:00:00__1,184",-122.233143,Skamania County,46.328631,4064,21.7,46.328631 -122.233143
Dee,"Brook trout: 2013-07-16 00:00:00__270,Brook trout: 2011-08-10 00:00:00__264,Brook trout: 2009-07-21 00:00:00__250,Brook trout: 2007-06-29 00:00:00__160,Brook trout: 2003-07-08 00:00:00__250,Brook trout: 2001-06-19 00:00:00__250,Brook trout: 2000-06-21 00:00:00__250",-121.830099,Skamania County,46.005344,4296,2.7,46.005344 -121.830099
Cultus,"Cutthroat trout: 2010-09-18 00:00:00__420,Cutthroat trout: 2008-09-09 00:00:00__427,Cutthroat trout: 2004-09-18 00:00:00__400,Cutthroat trout: 2002-09-23 00:00:00__400,Cutthroat trout: 2000-09-16 00:00:00__700",-121.773182,Skamania County,46.02944,5072,2.7,46.02944 -121.773182
Council Lake,"Brook trout: 2001-06-20 00:00:00__3,636,Brook trout: 2000-07-19 00:00:00__2,520,Brown trout: 2008-08-06 00:00:00__1,424,Brown trout: 2006-07-10 00:00:00__1,035,Brown trout: 2003-07-15 00:00:00__2,360,Cutthroat trout: 2013-09-17 00:00:00__1,665,Rainbow trout: 2011-07-27 00:00:00__5,892,Rainbow trout: 2010-08-02 00:00:00__4,503,Rainbow trout: 2009-07-29 00:00:00__3,768,Rainbow trout: 2008-08-06 00:00:00__4,109,Rainbow trout: 2007-07-17 00:00:00__4,298,Rainbow trout: 2006-07-10 00:00:00__4,165,Rainbow trout: 2004-08-02 00:00:00__3,315,Rainbow trout: 2003-08-20 00:00:00__4,099,Rainbow trout: 2002-07-30 00:00:00__4,100",-121.629467,Skamania County,46.266702,4225,43.7,46.266702 -121.629467
Chain of Lakes,"Brook trout: 2011-08-08 00:00:00__2,589,Brook trout: 2010-07-20 00:00:00__1,651,Brook trout: 2009-07-15 00:00:00__91,Brook trout: 2007-06-10 00:00:00__1,253,Brook trout: 2006-06-26 00:00:00__1,520,Brook trout: 2004-06-28 00:00:00__1,500,Brook trout: 2003-06-16 00:00:00__1,500,Brook trout: 2002-07-16 00:00:00__1,500,Brook trout: 2001-06-11 00:00:00__1,521,Brook trout: 2000-07-17 00:00:00__3,560,Brown trout: 2013-07-23 00:00:00__3,000,Brown trout: 2010-07-20 00:00:00__2,558,Brown trout: 2009-07-15 00:00:00__1,896,Brown trout: 2008-08-04 00:00:00__1,529,Brown trout: 2007-07-10 00:00:00__2,525,Brown trout: 2006-06-26 00:00:00__1,501,Brown trout: 2004-06-28 00:00:00__1,500,Brown trout: 2003-06-16 00:00:00__1,500,Brown trout: 2002-07-16 00:00:00__1,500,Cutthroat trout: 2013-09-17 00:00:00__999,Rainbow trout: 2001-07-02 00:00:00__1,980,Tiger trout: 2013-07-23 00:00:00__2,300,Tiger trout: 2011-08-08 00:00:00__1,730,Tiger trout: 2009-07-15 00:00:00__1,394,Tiger trout: 2007-07-10 00:00:00__3,000,Tiger trout: 2003-06-16 00:00:00__894,Tiger trout: 2002-07-16 00:00:00__1,000,Tiger trout: 2000-07-17 00:00:00__495",-121.600001,Skamania County,46.294081,4374,11.3,46.294081 -121.600001
Comcomly,"Cutthroat trout: 2010-09-18 00:00:00__504,Cutthroat trout: 2008-09-09 00:00:00__812,Cutthroat trout: 2004-09-18 00:00:00__500",-121.720043,Skamania County,46.022034,4272,3,46.022034 -121.720043
Camp - South,"Brook trout: 2013-06-10 00:00:00__400,Brook trout: 2011-08-09 00:00:00__354,Brook trout: 2010-07-26 00:00:00__315,Brook trout: 2009-07-07 00:00:00__173,Brook trout: 2008-07-25 00:00:00__408,Brook trout: 2007-06-02 00:00:00__400,Brook trout: 2006-07-19 00:00:00__400,Brook trout: 2004-06-21 00:00:00__400,Brook trout: 2003-06-18 00:00:00__400,Brook trout: 2001-06-13 00:00:00__400,Brook trout: 2000-06-28 00:00:00__400",-121.768412,Skamania County,46.107976,3991,6.5,46.107976 -121.768412
Brader,"Brook trout: 2013-07-16 00:00:00__300,Brook trout: 2011-08-10 00:00:00__293,Brook trout: 2009-07-21 00:00:00__130,Brook trout: 2007-06-29 00:00:00__203,Brook trout: 2003-07-08 00:00:00__300,Brook trout: 2001-06-19 00:00:00__300",-121.82044,Skamania County,46.001754,4479,3.9,46.001754 -121.82044
Blue,"Brook trout: 2003-07-08 00:00:00__150,Cutthroat trout: 2013-09-04 00:00:00__1,200,Cutthroat trout: 2011-09-20 00:00:00__1,212,Cutthroat trout: 2009-09-19 00:00:00__780,Cutthroat trout: 2007-09-15 00:00:00__800,Cutthroat trout: 2006-09-18 00:00:00__800,Cutthroat trout: 2003-09-20 00:00:00__800,Cutthroat trout: 2001-09-27 00:00:00__800",-121.797779,Skamania County,45.984383,4628,11.8,45.984383 -121.797779
Blue,"Cutthroat trout: 2013-08-20 00:00:00__800,Cutthroat trout: 2011-09-28 00:00:00__815,Cutthroat trout: 2009-09-30 00:00:00__806,Cutthroat trout: 2006-09-09 00:00:00__800,Cutthroat trout: 2003-09-03 00:00:00__800,Cutthroat trout: 2001-10-03 00:00:00__1,000",-121.861766,Skamania County,46.240613,4557,12.9,46.240613 -121.861766
Bernice,"Golden trout: 2009-09-13 00:00:00__299,Golden trout: 2004-09-30 00:00:00__220",-121.591988,Skamania County,46.206605,5185,1.6,46.206605 -121.591988
6030 Pond 1,"Brook trout: 2010-07-27 00:00:00__315,Brook trout: 2007-06-25 00:00:00__300,Brook trout: 2001-06-13 00:00:00__200,Brook trout: 2000-06-26 00:00:00__200",-121.73846,Skamania County,45.963519,3546,1.2,45.963519 -121.73846
Bear,"Cutthroat trout: 2011-09-20 00:00:00__808,Cutthroat trout: 2009-09-19 00:00:00__429,Cutthroat trout: 2007-09-15 00:00:00__500,Cutthroat trout: 2006-09-18 00:00:00__400,Cutthroat trout: 2003-09-20 00:00:00__400,Cutthroat trout: 2001-09-27 00:00:00__400",-121.78936,Skamania County,46.019308,4748,8,46.019308 -121.78936
88 Road Beaver Pond,"Brook trout: 2010-07-21 00:00:00__301,Brook trout: 2007-06-26 00:00:00__300,Brook trout: 2003-06-18 00:00:00__300,Brook trout: 2001-06-13 00:00:00__500,Brook trout: 2000-06-26 00:00:00__500",-121.686368,Skamania County,46.168676,3311,0.9,46.168676 -121.686368
6030 Pond 2,"Brook trout: 2010-07-27 00:00:00__225,Brook trout: 2007-06-25 00:00:00__300,Brook trout: 2001-06-13 00:00:00__300,Brook trout: 2000-06-26 00:00:00__200",-121.729484,Skamania County,45.962394,3573,4.2,45.962394 -121.729484
Wright,"Cutthroat trout: 2012-08-29 00:00:00__150,Cutthroat trout: 2010-08-19 00:00:00__150,Cutthroat trout: 2008-08-25 00:00:00__168,Cutthroat trout: 2006-08-31 00:00:00__174,Cutthroat trout: 2004-09-14 00:00:00__156,Cutthroat trout: 2002-09-18 00:00:00__312,Cutthroat trout: 2000-09-12 00:00:00__151",-121.575683,Lewis County,46.493564,2958,6.9,46.493564 -121.575683
Willame,"Cutthroat trout: 2012-08-29 00:00:00__300,Cutthroat trout: 2010-08-19 00:00:00__300,Cutthroat trout: 2008-08-25 00:00:00__302,Cutthroat trout: 2006-08-31 00:00:00__305,Cutthroat trout: 2004-09-14 00:00:00__300,Cutthroat trout: 2002-10-17 00:00:00__312,Cutthroat trout: 2000-09-12 00:00:00__302",-121.804704,Lewis County,46.596194,4064,4.9,46.596194 -121.804704
Watch,"Cutthroat trout: 2012-08-29 00:00:00__900,Cutthroat trout: 2010-08-19 00:00:00__900,Cutthroat trout: 2008-08-25 00:00:00__904,Cutthroat trout: 2006-08-31 00:00:00__916,Cutthroat trout: 2004-09-14 00:00:00__900,Cutthroat trout: 2002-09-18 00:00:00__909,Cutthroat trout: 2000-09-12 00:00:00__907",-121.974776,Lewis County,46.573738,3563,14.7,46.573738 -121.974776
Unnamed - L8616,Rainbow trout: 2001-08-14 00:00:00__50,-122.455411,Lewis County,46.678731,2905,1.3,46.678731 -122.455411
Unnamed - L7066,Rainbow trout: 2001-08-14 00:00:00__50,-122.473661,Lewis County,46.679898,3127,1.9,46.679898 -122.473661
St Michael,"Golden trout: 2012-08-29 00:00:00__400,Golden trout: 2002-09-24 00:00:00__4,265,Golden trout: 2000-11-01 00:00:00__2,022",-121.625327,Lewis County,46.461211,4706,6.4,46.461211 -121.625327
Unnamed - L8455,Rainbow trout: 2001-08-14 00:00:00__100,-122.456127,Lewis County,46.681417,2730,3.2,46.681417 -122.456127
St John,"Golden trout: 2012-08-29 00:00:00__150,Golden trout: 2000-11-01 00:00:00__1,100",-121.619345,Lewis County,46.469845,5111,1.7,46.469845 -121.619345
Snow,"Cutthroat trout: 2011-10-01 00:00:00__313,Cutthroat trout: 2009-09-09 00:00:00__320,Cutthroat trout: 2007-09-17 00:00:00__365,Cutthroat trout: 2006-08-12 00:00:00__320,Cutthroat trout: 2004-10-09 00:00:00__324,Cutthroat trout: 2002-10-01 00:00:00__403,Cutthroat trout: 2000-09-15 00:00:00__403",-121.401974,Lewis County,46.723318,4939,7.6,46.723318 -121.401974
Pothole Lake,"Cutthroat trout: 2003-09-03 00:00:00__300,Cutthroat trout: 2001-10-01 00:00:00__304",-121.931971,Lewis County,46.702049,3674,5.4,46.702049 -121.931971
Pipe,"Cutthroat trout: 2011-10-01 00:00:00__310,Cutthroat trout: 2009-09-09 00:00:00__352,Cutthroat trout: 2007-08-23 00:00:00__343,Cutthroat trout: 2003-08-29 00:00:00__357,Cutthroat trout: 2001-10-12 00:00:00__350",-121.388415,Lewis County,46.701198,5194,8.5,46.701198 -121.388415
Moss,"Cutthroat trout: 2012-08-29 00:00:00__175,Cutthroat trout: 2010-08-19 00:00:00__174,Cutthroat trout: 2008-08-25 00:00:00__201,Cutthroat trout: 2006-08-31 00:00:00__218,Cutthroat trout: 2004-09-14 00:00:00__180,Cutthroat trout: 2002-09-18 00:00:00__185,Cutthroat trout: 2000-09-12 00:00:00__176",-122.478905,Lewis County,46.66104,3021,4,46.66104 -122.478905
Lost Hat,"Cutthroat trout: 2010-09-18 00:00:00__100,Cutthroat trout: 2008-09-14 00:00:00__0,Cutthroat trout: 2002-09-21 00:00:00__150",-121.508744,Lewis County,46.618455,5585,1.8,46.618455 -121.508744
Mud,"Cutthroat trout: 2013-09-12 00:00:00__400,Cutthroat trout: 2011-09-04 00:00:00__202,Cutthroat trout: 2009-09-05 00:00:00__200,Cutthroat trout: 2007-08-14 00:00:00__396,Cutthroat trout: 2003-09-03 00:00:00__380,Cutthroat trout: 2001-10-01 00:00:00__368,Rainbow trout: 2011-10-22 00:00:00__200,Rainbow trout: 2009-11-03 00:00:00__200",-121.617442,Lewis County,46.394984,4870,4.8,46.394984 -121.617442
Lone Tree,"Cutthroat trout: 2012-09-26 00:00:00__125,Cutthroat trout: 2010-10-05 00:00:00__125,Cutthroat trout: 2008-09-03 00:00:00__130,Cutthroat trout: 2006-09-05 00:00:00__131,Cutthroat trout: 2004-10-26 00:00:00__126,Cutthroat trout: 2002-09-18 00:00:00__128,Cutthroat trout: 2000-09-12 00:00:00__126",-121.838567,Lewis County,46.482505,3862,0.4,46.482505 -121.838567
Long Lake,"Brown trout: 2011-08-10 00:00:00__945,Brown trout: 2010-07-06 00:00:00__664,Brown trout: 2008-07-29 00:00:00__506,Brown trout: 2006-07-24 00:00:00__500,Brown trout: 2004-06-29 00:00:00__504,Brown trout: 2003-08-04 00:00:00__506,Brown trout: 2001-07-25 00:00:00__384,Brown trout: 2000-07-18 00:00:00__500",-121.805033,Lewis County,46.628468,3824,4.5,46.628468 -121.805033
Lost,"Cutthroat trout: 2012-09-06 00:00:00__630,Cutthroat trout: 2008-08-23 00:00:00__638,Cutthroat trout: 2006-10-24 00:00:00__640,Cutthroat trout: 2004-10-03 00:00:00__638,Cutthroat trout: 2004-09-29 00:00:00__0,Cutthroat trout: 2002-10-08 00:00:00__637,Cutthroat trout: 2000-09-13 00:00:00__530",-121.511036,Lewis County,46.601593,5169,17,46.601593 -121.511036
Jess,"Cutthroat trout: 2011-10-01 00:00:00__195,Cutthroat trout: 2009-09-09 00:00:00__208,Cutthroat trout: 2007-08-23 00:00:00__211,Cutthroat trout: 2003-08-29 00:00:00__210,Cutthroat trout: 2001-10-12 00:00:00__210",-121.389557,Lewis County,46.705751,5118,4.1,46.705751 -121.389557
Lily,"Rainbow trout: 2013-06-16 00:00:00__250,Rainbow trout: 2012-08-12 00:00:00__248,Rainbow trout: 2011-10-03 00:00:00__246,Rainbow trout: 2010-06-13 00:00:00__205,Rainbow trout: 2001-07-28 00:00:00__100,Rainbow trout: 2000-06-04 00:00:00__400",-121.470672,Lewis County,46.640491,3657,18.3,46.640491 -121.470672
Jackpot,"Cutthroat trout: 2011-10-14 00:00:00__220,Cutthroat trout: 2007-08-14 00:00:00__238,Cutthroat trout: 2003-09-03 00:00:00__220,Cutthroat trout: 2001-10-01 00:00:00__224",-121.698384,Lewis County,46.466596,4555,2.6,46.466596 -121.698384
Hager,"Rainbow trout: 2012-09-01 00:00:00__250,Rainbow trout: 2008-09-12 00:00:00__249",-121.636095,Lewis County,46.577851,2936,1.1,46.577851 -121.636095
Fryingpan,"Cutthroat trout: 2012-09-08 00:00:00__830,Cutthroat trout: 2010-07-31 00:00:00__796,Cutthroat trout: 2008-09-07 00:00:00__829,Cutthroat trout: 2008-08-16 00:00:00__0,Cutthroat trout: 2006-08-12 00:00:00__830,Cutthroat trout: 2004-10-09 00:00:00__937,Cutthroat trout: 2002-10-01 00:00:00__806,Cutthroat trout: 2001-10-12 00:00:00__812",-121.418749,Lewis County,46.732304,4818,20.7,46.732304 -121.418749
Glacier,"Rainbow trout: 2012-09-01 00:00:00__300,Rainbow trout: 2009-11-04 00:00:00__250",-121.583027,Lewis County,46.550129,2909,30.6,46.550129 -121.583027
Fizrenken,"Cutthroat trout: 2012-08-29 00:00:00__150,Cutthroat trout: 2010-08-19 00:00:00__150,Cutthroat trout: 2008-08-25 00:00:00__168,Cutthroat trout: 2006-08-31 00:00:00__174,Cutthroat trout: 2004-09-14 00:00:00__156,Cutthroat trout: 2002-09-18 00:00:00__156,Cutthroat trout: 2000-09-12 00:00:00__151",-121.805108,Lewis County,46.73182,3907,0.7,46.73182 -121.805108
Dumbbell,"Cutthroat trout: 2012-09-08 00:00:00__1,660,Cutthroat trout: 2010-07-31 00:00:00__1,658,Cutthroat trout: 2008-08-16 00:00:00__1,660,Cutthroat trout: 2006-08-12 00:00:00__1,657,Cutthroat trout: 2004-10-10 00:00:00__1,665,Cutthroat trout: 2002-10-01 00:00:00__1,092,Cutthroat trout: 2001-10-12 00:00:00__1,680",-121.380312,Lewis County,46.691918,5095,38.1,46.691918 -121.380312
Die Hard 2,"Rainbow trout: 2010-09-02 00:00:00__100,Rainbow trout: 2004-10-09 00:00:00__98",-121.553182,Lewis County,46.530155,5147,2.2,46.530155 -121.553182
Die Hard 1,"Rainbow trout: 2010-09-02 00:00:00__100,Rainbow trout: 2004-10-09 00:00:00__100",-121.557607,Lewis County,46.531652,5181,1.4,46.531652 -121.557607
Chambers Lake,"Brown trout: 2011-08-09 00:00:00__945,Brown trout: 2010-07-06 00:00:00__665,Brown trout: 2008-07-28 00:00:00__506,Brown trout: 2006-07-18 00:00:00__500,Brown trout: 2004-06-23 00:00:00__504,Brown trout: 2003-07-28 00:00:00__506,Brown trout: 2001-07-25 00:00:00__384,Brown trout: 2000-07-11 00:00:00__506",-121.534791,Lewis County,46.466595,4442,10.8,46.466595 -121.534791
Bluff,"Cutthroat trout: 2010-09-18 00:00:00__400,Cutthroat trout: 2008-08-23 00:00:00__403,Cutthroat trout: 2006-10-03 00:00:00__400,Cutthroat trout: 2004-09-03 00:00:00__405,Cutthroat trout: 2002-09-13 00:00:00__410,Cutthroat trout: 2000-09-13 00:00:00__403",-121.546371,Lewis County,46.658904,3846,3.3,46.658904 -121.546371
Coyote,"Rainbow trout: 2012-09-02 00:00:00__318,Rainbow trout: 2008-08-30 00:00:00__320,Rainbow trout: 2004-09-04 00:00:00__317",-121.497149,Lewis County,46.612655,5148,3.5,46.612655 -121.497149
Bishop Ridge Pond,"Cutthroat trout: 2013-09-12 00:00:00__80,Cutthroat trout: 2011-09-04 00:00:00__89,Cutthroat trout: 2009-09-05 00:00:00__80,Cutthroat trout: 2007-09-01 00:00:00__90,Cutthroat trout: 2005-09-11 00:00:00__160,Cutthroat trout: 2003-09-03 00:00:00__160,Cutthroat trout: 2001-10-01 00:00:00__208",-121.703851,Lewis County,46.43143,4271,1.8,46.43143 -121.703851
Bishop - Upper,"Cutthroat trout: 2013-09-12 00:00:00__60,Cutthroat trout: 2011-09-04 00:00:00__89,Cutthroat trout: 2009-09-05 00:00:00__60,Cutthroat trout: 2007-09-01 00:00:00__67,Cutthroat trout: 2005-09-11 00:00:00__60",-121.711601,Lewis County,46.427565,4590,1.1,46.427565 -121.711601
Bill,"Cutthroat trout: 2012-09-08 00:00:00__210,Cutthroat trout: 2010-07-31 00:00:00__209,Cutthroat trout: 2008-08-16 00:00:00__210,Cutthroat trout: 2006-09-28 00:00:00__208,Cutthroat trout: 2004-08-01 00:00:00__210,Cutthroat trout: 2002-10-01 00:00:00__208,Cutthroat trout: 2001-10-12 00:00:00__210",-121.38808,Lewis County,46.718477,5118,2,46.718477 -121.38808
