name,stocking_info,longitude,county,latitude,alt,size,location
Sawyer Creek Pot,"Rainbow trout: 2012-09-02 00:00:00__50,Rainbow trout: 2008-08-23 00:00:00__50,Rainbow trout: 2003-08-20 00:00:00__50,Rainbow trout: 2003-07-31 00:00:00__0",-121.206785,King County,47.661466,4836,1,47.661466 -121.206785
Rock,"Rainbow trout: 2012-08-09 00:00:00__150,Rainbow trout: 2008-08-15 00:00:00__260,Rainbow trout: 2004-09-17 00:00:00__290,Rainbow trout: 2000-08-12 00:00:00__270",-121.442925,King County,47.545822,3876,6.2,47.545822 -121.442925
Red Mtn Pothole,Rainbow trout: 2007-07-03 00:00:00__20,-121.39488,King County,47.456195,4846,0.7,47.456195 -121.39488
Rainbow,"Rainbow trout: 2013-10-16 00:00:00__125,Rainbow trout: 2012-08-01 00:00:00__110,Rainbow trout: 2011-10-14 00:00:00__110,Rainbow trout: 2010-08-06 00:00:00__110,Rainbow trout: 2009-08-19 00:00:00__110,Rainbow trout: 2008-09-23 00:00:00__110,Rainbow trout: 2007-08-05 00:00:00__110,Rainbow trout: 2006-07-14 00:00:00__107,Rainbow trout: 2005-08-03 00:00:00__110,Rainbow trout: 2004-08-14 00:00:00__110,Rainbow trout: 2003-08-09 00:00:00__110,Rainbow trout: 2001-08-16 00:00:00__100,Rainbow trout: 2000-07-23 00:00:00__100",-121.536834,King County,47.424743,4264,6,47.424743 -121.536834
Pumpkinseed,"Rainbow trout: 2013-08-05 00:00:00__100,Rainbow trout: 2005-09-19 00:00:00__100",-121.44435,King County,47.531689,4268,1.2,47.531689 -121.44435
Pratt - Little,"Rainbow trout: 2013-08-19 00:00:00__120,Rainbow trout: 2007-07-29 00:00:00__125",-121.50101,King County,47.432094,4044,4,47.432094 -121.50101
Ptarmigan - Upper,"Golden trout: 2012-09-25 00:00:00__500,Golden trout: 2009-09-26 00:00:00__499,Golden trout: 2000-11-07 00:00:00__297,Golden trout: 2000-10-04 00:00:00__887",-121.21464,King County,47.627112,4558,13.4,47.627112 -121.21464
Pratt River Ponds,Cutthroat trout: 2007-07-03 00:00:00__50,-121.537127,King County,47.468253,1996,0.4,47.468253 -121.537127
Plug - Little,"Rainbow trout: 2012-09-05 00:00:00__50,Rainbow trout: 2004-07-31 00:00:00__50",-121.15349,King County,47.668818,5308,0.8,47.668818 -121.15349
Pear Pothole,Rainbow trout: 2006-09-12 00:00:00__100,-121.355482,King County,47.563477,4230,1.4,47.563477 -121.355482
Overcoat,Rainbow trout: 2006-09-09 00:00:00__187,-121.3028,King County,47.516992,5760,11.4,47.516992 -121.3028
Nordrum Lake,"Rainbow trout: 2013-08-05 00:00:00__708,Rainbow trout: 2009-09-15 00:00:00__2,000,Rainbow trout: 2009-09-01 00:00:00__1,990,Rainbow trout: 2005-08-24 00:00:00__2,025,Rainbow trout: 2001-08-28 00:00:00__2,037",-121.436801,King County,47.5556,3674,53.1,47.5556 -121.436801
Nine Hour,"Rainbow trout: 2011-10-02 00:00:00__277,Rainbow trout: 2005-08-17 00:00:00__279,Rainbow trout: 2000-10-07 00:00:00__180,Rainbow trout: 2000-07-29 00:00:00__100",-121.51604,King County,47.519199,3950,5.4,47.519199 -121.51604
Myrtle - Little,"Rainbow trout: 2011-09-07 00:00:00__200,Rainbow trout: 2006-09-04 00:00:00__198,Rainbow trout: 2001-10-12 00:00:00__200",-121.378328,King County,47.559186,4236,2.3,47.559186 -121.378328
Nazanne,Golden trout: 2009-09-12 00:00:00__480,-121.291787,King County,47.594532,4709,9.1,47.594532 -121.291787
No Name,"Rainbow trout: 2010-09-21 00:00:00__289,Rainbow trout: 2009-10-09 00:00:00__0,Rainbow trout: 2002-10-01 00:00:00__260",-121.179339,King County,47.601662,5630,6.6,47.601662 -121.179339
Murphy Pothole - Upper,"Cutthroat trout: 2013-07-23 00:00:00__35,Cutthroat trout: 2007-07-06 00:00:00__35",-121.127076,King County,47.678567,5669,0.4,47.678567 -121.127076
Mt Kent - Upper,"Rainbow trout: 2013-07-22 00:00:00__150,Rainbow trout: 2007-09-01 00:00:00__150,Rainbow trout: 2001-07-11 00:00:00__150",-121.62303,King County,47.389699,4522,1.9,47.389699 -121.62303
My,"Cutthroat trout: 2012-07-24 00:00:00__50,Cutthroat trout: 2006-08-10 00:00:00__50,Rainbow trout: 2012-07-24 00:00:00__50,Rainbow trout: 2006-08-10 00:00:00__50,Rainbow trout: 2000-09-12 00:00:00__100",-121.487285,King County,47.449015,3938,1.3,47.449015 -121.487285
Mt Kent - Lower,"Rainbow trout: 2011-09-16 00:00:00__50,Rainbow trout: 2005-08-31 00:00:00__50",-121.623559,King County,47.3919,4419,1,47.3919 -121.623559
Mount Ferno Pothole 5,"Rainbow trout: 2010-10-01 00:00:00__270,Rainbow trout: 2001-09-15 00:00:00__249",-121.23711,King County,47.764397,4396,4.4,47.764397 -121.23711
Mossback,Rainbow trout: 2008-09-11 00:00:00__80,-121.45923,King County,47.62671,3793,0.9,47.62671 -121.45923
Moira,"Cutthroat trout: 2013-08-24 00:00:00__110,Cutthroat trout: 2010-08-16 00:00:00__110,Rainbow trout: 2005-09-11 00:00:00__110,Rainbow trout: 2002-09-20 00:00:00__109",-121.365085,King County,47.560391,3912,1.5,47.560391 -121.365085
Morris,Rainbow trout: 2007-08-09 00:00:00__30,-121.158747,King County,47.598098,4542,0.7,47.598098 -121.158747
Merlin,"Rainbow trout: 2013-08-02 00:00:00__299,Rainbow trout: 2010-08-21 00:00:00__298,Rainbow trout: 2006-09-05 00:00:00__218,Rainbow trout: 2003-09-30 00:00:00__299,Rainbow trout: 2000-08-12 00:00:00__300",-121.394836,King County,47.546479,4000,5.5,47.546479 -121.394836
Melakwa - Upper,"Rainbow trout: 2012-09-21 00:00:00__30,Rainbow trout: 2008-08-31 00:00:00__30,Rainbow trout: 2004-08-12 00:00:00__30,Rainbow trout: 2000-08-01 00:00:00__50",-121.470233,King County,47.452624,4506,1.7,47.452624 -121.470233
Mine Creek Pot - Upper,"Rainbow trout: 2012-10-10 00:00:00__40,Rainbow trout: 2008-09-16 00:00:00__40,Rainbow trout: 2004-09-08 00:00:00__80",-121.635634,King County,47.40305,3864,0.9,47.40305 -121.635634
McCaffrey,"Rainbow trout: 2013-07-19 00:00:00__80,Rainbow trout: 2007-09-15 00:00:00__70",-121.332594,King County,47.608794,3949,1,47.608794 -121.332594
Melakwa - Lower,"Rainbow trout: 2012-09-21 00:00:00__200,Rainbow trout: 2008-08-31 00:00:00__200,Rainbow trout: 2004-08-12 00:00:00__499,Rainbow trout: 2000-08-01 00:00:00__500",-121.468748,King County,47.449681,4504,7.1,47.449681 -121.468748
Mason,"Rainbow trout: 2010-10-18 00:00:00__425,Rainbow trout: 2010-07-22 00:00:00__390,Rainbow trout: 2007-07-05 00:00:00__780,Rainbow trout: 2004-08-17 00:00:00__777,Rainbow trout: 2003-09-18 00:00:00__1,750,Rainbow trout: 2001-09-19 00:00:00__748",-121.551019,King County,47.423547,4184,32.1,47.423547 -121.551019
Mason - Little,"Rainbow trout: 2012-08-26 00:00:00__420,Rainbow trout: 2008-08-19 00:00:00__420,Rainbow trout: 2004-09-11 00:00:00__410,Rainbow trout: 2000-08-02 00:00:00__325",-121.557112,King County,47.428491,4254,4.9,47.428491 -121.557112
Maloney Meadow,"Cutthroat trout: 2012-09-21 00:00:00__40,Cutthroat trout: 2012-09-09 00:00:00__40,Cutthroat trout: 2009-09-13 00:00:00__80,Cutthroat trout: 2006-08-12 00:00:00__80,Cutthroat trout: 2003-07-24 00:00:00__80,Cutthroat trout: 2000-07-15 00:00:00__80",-121.335042,King County,47.666687,4265,2.7,47.666687 -121.335042
Maloney 2,"Rainbow trout: 2012-10-11 00:00:00__30,Rainbow trout: 2012-09-21 00:00:00__30,Rainbow trout: 2009-09-13 00:00:00__60,Rainbow trout: 2006-08-12 00:00:00__60,Rainbow trout: 2003-07-24 00:00:00__60,Rainbow trout: 2000-08-19 00:00:00__60",-121.338582,King County,47.670334,4227,1.4,47.670334 -121.338582
Maloney 3,"Rainbow trout: 2012-10-11 00:00:00__30,Rainbow trout: 2012-09-21 00:00:00__30,Rainbow trout: 2009-09-13 00:00:00__60,Rainbow trout: 2006-08-12 00:00:00__60,Rainbow trout: 2003-07-24 00:00:00__60,Rainbow trout: 2000-08-19 00:00:00__60",-121.342139,King County,47.666597,4473,1,47.666597 -121.342139
Maloney 1,"Rainbow trout: 2009-09-13 00:00:00__90,Rainbow trout: 2003-07-24 00:00:00__40,Rainbow trout: 2000-08-19 00:00:00__30",-121.335934,King County,47.672397,3950,0.5,47.672397 -121.335934
Malachite,"Cutthroat trout: 2009-09-15 00:00:00__2,000,Cutthroat trout: 2003-09-18 00:00:00__2,000",-121.34127,King County,47.60887,4093,72.3,47.60887 -121.34127
Loch Katrine Pot - Upper,"Golden trout: 2012-10-06 00:00:00__50,Golden trout: 2004-10-02 00:00:00__50",-121.610631,King County,47.623404,4750,0.6,47.623404 -121.610631
Mac Peak Pot - Upper,"Rainbow trout: 2008-09-20 00:00:00__100,Rainbow trout: 2000-08-26 00:00:00__75",-121.131583,King County,47.625738,6075,1.1,47.625738 -121.131583
Lunker,"Rainbow trout: 2012-08-11 00:00:00__170,Rainbow trout: 2008-10-12 00:00:00__170,Rainbow trout: 2004-09-17 00:00:00__186,Rainbow trout: 2000-09-13 00:00:00__200",-121.437458,King County,47.543076,4040,3.1,47.543076 -121.437458
Lodge Pot,"Rainbow trout: 2009-08-25 00:00:00__40,Rainbow trout: 2004-08-29 00:00:00__40",-121.432433,King County,47.406958,3153,0.7,47.406958 -121.432433
Lipsy,"Cutthroat trout: 2013-10-18 00:00:00__50,Cutthroat trout: 2012-09-12 00:00:00__48,Cutthroat trout: 2011-08-29 00:00:00__50,Cutthroat trout: 2010-08-11 00:00:00__50,Cutthroat trout: 2009-07-24 00:00:00__70,Cutthroat trout: 2007-09-08 00:00:00__70,Cutthroat trout: 2006-08-07 00:00:00__70,Cutthroat trout: 2004-10-03 00:00:00__70,Cutthroat trout: 2003-07-13 00:00:00__70,Cutthroat trout: 2002-07-01 00:00:00__50,Cutthroat trout: 2001-06-23 00:00:00__75,Cutthroat trout: 2000-07-02 00:00:00__75",-121.467476,King County,47.587246,1713,0.4,47.587246 -121.467476
Loch Katrine Pot - Lower,Cutthroat trout: 2004-10-02 00:00:00__80,-121.60496,King County,47.624726,4272,0.7,47.624726 -121.60496
Lepul,Golden trout: 2009-09-03 00:00:00__50,-121.23905,King County,47.583654,5917,1.8,47.583654 -121.23905
Lennox Pothole,"Rainbow trout: 2009-09-24 00:00:00__20,Rainbow trout: 2003-07-13 00:00:00__20",-121.473072,King County,47.624237,4681,0.4,47.624237 -121.473072
Lennox,"Rainbow trout: 2009-09-24 00:00:00__119,Rainbow trout: 2003-07-13 00:00:00__100",-121.478652,King County,47.633162,4703,1.7,47.633162 -121.478652
Le Fay,"Rainbow trout: 2013-08-02 00:00:00__150,Rainbow trout: 2010-08-21 00:00:00__146,Rainbow trout: 2007-09-15 00:00:00__150,Rainbow trout: 2004-08-28 00:00:00__150,Rainbow trout: 2001-08-11 00:00:00__149",-121.406028,King County,47.544619,4072,5.9,47.544619 -121.406028
La Bohn 3,Rainbow trout: 2005-09-15 00:00:00__518,-121.238018,King County,47.566458,5839,17.4,47.566458 -121.238018
Kulla Kulla,"Rainbow trout: 2013-08-12 00:00:00__2,498,Rainbow trout: 2009-09-15 00:00:00__5,000,Rainbow trout: 2009-09-07 00:00:00__2,499,Rainbow trout: 2005-08-24 00:00:00__2,040,Rainbow trout: 2001-08-28 00:00:00__5,014",-121.549223,King County,47.432159,3769,58.6,47.432159 -121.549223
June,"Cutthroat trout: 2011-10-23 00:00:00__180,Cutthroat trout: 2003-08-23 00:00:00__210",-121.23091,King County,47.629951,5102,2.8,47.629951 -121.23091
Kulla - Little,"Cutthroat trout: 2010-08-13 00:00:00__120,Cutthroat trout: 2005-08-28 00:00:00__300,Cutthroat trout: 2001-08-16 00:00:00__294,Rainbow trout: 2010-08-13 00:00:00__120",-121.548472,King County,47.428625,3862,2.4,47.428625 -121.548472
Jewel Pothole 3,"Cutthroat trout: 2006-08-05 00:00:00__40,Cutthroat trout: 2003-08-27 00:00:00__40",-121.23392,King County,47.653768,4630,0.2,47.653768 -121.23392
Jewel - TB 2,"Cutthroat trout: 2012-08-18 00:00:00__118,Cutthroat trout: 2009-07-24 00:00:00__120,Cutthroat trout: 2006-08-05 00:00:00__120,Cutthroat trout: 2003-08-27 00:00:00__120",-121.237374,King County,47.653657,4591,2.4,47.653657 -121.237374
Jeanie,"Rainbow trout: 2010-09-25 00:00:00__110,Rainbow trout: 2005-08-31 00:00:00__110,Rainbow trout: 2000-08-20 00:00:00__99",-121.196464,King County,47.664011,4711,2.1,47.664011 -121.196464
Jewel - TB 1,"Cutthroat trout: 2012-08-18 00:00:00__90,Cutthroat trout: 2009-07-24 00:00:00__90,Cutthroat trout: 2006-08-05 00:00:00__89,Cutthroat trout: 2003-08-27 00:00:00__90",-121.239589,King County,47.656392,4472,1.2,47.656392 -121.239589
Jakes,"Golden trout: 2012-09-21 00:00:00__175,Golden trout: 2006-09-17 00:00:00__280",-121.232904,King County,47.750716,5070,7.6,47.750716 -121.232904
Jade,"Rainbow trout: 2008-09-10 00:00:00__1,125,Rainbow trout: 2003-09-22 00:00:00__1,000,Rainbow trout: 2000-08-05 00:00:00__559",-121.180501,King County,47.59745,5446,23,47.59745 -121.180501
Island,"Rainbow trout: 2013-09-29 00:00:00__1,340,Rainbow trout: 2010-08-06 00:00:00__1,332,Rainbow trout: 2007-08-29 00:00:00__1,339,Rainbow trout: 2004-08-14 00:00:00__1,130",-121.538069,King County,47.420794,4254,17,47.420794 -121.538069
Ilswoot,"Cutthroat trout: 2009-09-15 00:00:00__3,000,Cutthroat trout: 2005-08-25 00:00:00__3,060,Cutthroat trout: 2001-08-27 00:00:00__2,997,Rainbow trout: 2001-08-27 00:00:00__2,525",-121.251749,King County,47.584657,4595,43.5,47.584657 -121.251749
Isabella,"Rainbow trout: 2011-08-24 00:00:00__498,Rainbow trout: 2007-08-28 00:00:00__500,Rainbow trout: 2003-10-04 00:00:00__750",-121.608084,King County,47.606077,3514,12.3,47.606077 -121.608084
Hummingbird,"Cutthroat trout: 2012-08-14 00:00:00__160,Cutthroat trout: 2008-08-13 00:00:00__160,Cutthroat trout: 2004-08-20 00:00:00__160,Cutthroat trout: 2000-07-28 00:00:00__160",-121.232389,King County,47.647767,4993,2.8,47.647767 -121.232389
Iceberg,"Cutthroat trout: 2001-09-22 00:00:00__480,Golden trout: 2012-10-20 00:00:00__0",-121.305991,King County,47.500735,4865,17.2,47.500735 -121.305991
Horseshoe,"Rainbow trout: 2011-10-16 00:00:00__1,410,Rainbow trout: 2005-06-18 00:00:00__1,420",-121.423656,King County,47.53419,3906,22.8,47.53419 -121.423656
Holoman,"Rainbow trout: 2011-09-29 00:00:00__220,Rainbow trout: 2006-07-20 00:00:00__270,Rainbow trout: 2002-07-21 00:00:00__220",-121.622482,King County,47.769527,3664,6.4,47.769527 -121.622482
Horseshoe,"Golden trout: 2009-09-20 00:00:00__390,Golden trout: 2004-09-21 00:00:00__419",-121.502338,King County,47.503778,4265,8.5,47.503778 -121.502338
Honey,"Rainbow trout: 2010-08-31 00:00:00__430,Rainbow trout: 2005-09-17 00:00:00__430,Rainbow trout: 2000-08-19 00:00:00__250",-121.567675,King County,47.591061,3244,9.5,47.591061 -121.567675
Hi-Low,"Rainbow trout: 2012-08-11 00:00:00__507,Rainbow trout: 2007-08-18 00:00:00__503,Rainbow trout: 2002-08-17 00:00:00__399",-121.443902,King County,47.540519,3943,4.9,47.540519 -121.443902
Hester Pothole,Rainbow trout: 2006-09-28 00:00:00__52,-121.400081,King County,47.513928,4355,1.1,47.513928 -121.400081
Hester - Little,"Golden trout: 2012-09-28 00:00:00__340,Rainbow trout: 2007-07-20 00:00:00__340,Rainbow trout: 2002-08-24 00:00:00__296",-121.403086,King County,47.507957,4236,6.3,47.507957 -121.403086
Harris,"Brook trout: 2005-05-25 00:00:00__150,Brook trout: 2001-07-12 00:00:00__100,Cutthroat trout: 2012-07-29 00:00:00__150,Cutthroat trout: 2003-08-30 00:00:00__80,Cutthroat trout: 2001-06-19 00:00:00__70,Cutthroat trout: 2000-06-26 00:00:00__80",-121.588464,King County,47.377324,3695,2.4,47.377324 -121.588464
Heart - Big,"Cutthroat trout: 2009-09-15 00:00:00__4,000,Cutthroat trout: 2005-08-24 00:00:00__4,050,Cutthroat trout: 2001-08-27 00:00:00__4,040,Rainbow trout: 2009-09-15 00:00:00__10,000,Rainbow trout: 2005-08-24 00:00:00__10,080,Rainbow trout: 2001-08-27 00:00:00__10,040",-121.324914,King County,47.579003,4549,175.9,47.579003 -121.324914
Hardscrabble - Upper,"Rainbow trout: 2013-11-02 00:00:00__247,Rainbow trout: 2008-09-27 00:00:00__215",-121.341529,King County,47.531792,4589,6.7,47.531792 -121.341529
Hamada,"Rainbow trout: 2011-10-07 00:00:00__80,Rainbow trout: 2007-09-12 00:00:00__80,Rainbow trout: 2003-09-13 00:00:00__80",-121.128737,King County,47.689517,4266,0.8,47.689517 -121.128737
Hanks,"Cutthroat trout: 2012-09-08 00:00:00__90,Cutthroat trout: 2009-08-29 00:00:00__89,Cutthroat trout: 2006-08-04 00:00:00__90,Cutthroat trout: 2003-08-23 00:00:00__90,Cutthroat trout: 2000-07-16 00:00:00__95,Rainbow trout: 2009-08-15 00:00:00__90,Rainbow trout: 2006-08-04 00:00:00__90,Rainbow trout: 2003-08-23 00:00:00__89,Rainbow trout: 2000-07-16 00:00:00__90",-121.432353,King County,47.295645,3707,2.3,47.295645 -121.432353
Gravel,"Golden trout: 2012-09-23 00:00:00__190,Golden trout: 2001-09-22 00:00:00__200,Rainbow trout: 2006-09-23 00:00:00__190",-121.369402,King County,47.465117,5123,8,47.465117 -121.369402
Grotto,"Rainbow trout: 2013-10-20 00:00:00__60,Rainbow trout: 2013-10-11 00:00:00__60,Rainbow trout: 2010-09-12 00:00:00__120,Rainbow trout: 2006-09-03 00:00:00__120,Rainbow trout: 2003-09-02 00:00:00__120,Rainbow trout: 2000-10-08 00:00:00__118",-121.401184,King County,47.764215,3826,4.6,47.764215 -121.401184
Georges,Rainbow trout: 2006-07-29 00:00:00__20,-121.335008,King County,47.526801,5035,0.4,47.526801 -121.335008
Goat,"Rainbow trout: 2012-08-24 00:00:00__640,Rainbow trout: 2005-08-15 00:00:00__637",-121.420521,King County,47.539185,4100,20.5,47.539185 -121.420521
Garfield Mtn - Lower,"Rainbow trout: 2007-08-22 00:00:00__200,Rainbow trout: 2004-08-29 00:00:00__80",-121.478371,King County,47.554997,3626,6.1,47.554997 -121.478371
Garcia Pond,"Cutthroat trout: 2012-07-26 00:00:00__100,Cutthroat trout: 2009-05-21 00:00:00__100,Cutthroat trout: 2008-06-12 00:00:00__100",-121.629567,King County,47.426859,1313,0.7,47.426859 -121.629567
Francis,"Rainbow trout: 2010-08-31 00:00:00__1,999,Rainbow trout: 2002-01-01 00:00:00__2,000,Rainbow trout: 2000-10-01 00:00:00__1,650",-121.420718,King County,47.636073,4293,36.9,47.636073 -121.420718
Edds,"Golden trout: 2012-09-30 00:00:00__498,Golden trout: 2006-09-26 00:00:00__1,000,Golden trout: 2002-09-26 00:00:00__300,Golden trout: 2000-09-18 00:00:00__500",-121.34821,King County,47.471798,4302,24.1,47.471798 -121.34821
Eric,"Rainbow trout: 2012-10-03 00:00:00__30,Rainbow trout: 2004-09-22 00:00:00__30",-121.607077,King County,47.775124,5180,0.3,47.775124 -121.607077
Denny,"Rainbow trout: 2012-09-23 00:00:00__718,Rainbow trout: 2007-09-29 00:00:00__720,Rainbow trout: 2002-08-27 00:00:00__207",-121.471401,King County,47.422423,4384,13.7,47.422423 -121.471401
Dream,"Rainbow trout: 2012-10-06 00:00:00__1,250,Rainbow trout: 2008-09-10 00:00:00__1,463,Rainbow trout: 2004-08-30 00:00:00__1,400,Rainbow trout: 2000-08-08 00:00:00__1,411",-121.436794,King County,47.600017,3455,33.2,47.600017 -121.436794
Deer,"Rainbow trout: 2012-09-21 00:00:00__499,Rainbow trout: 2008-10-01 00:00:00__500,Rainbow trout: 2003-08-08 00:00:00__975",-121.400585,King County,47.57087,3587,40.1,47.57087 -121.400585
David,"Rainbow trout: 2009-08-24 00:00:00__148,Rainbow trout: 2004-09-24 00:00:00__150",-121.235572,King County,47.633731,4622,1.9,47.633731 -121.235572
Crystal 1,"Golden trout: 2006-09-23 00:00:00__55,Golden trout: 2002-10-25 00:00:00__55,Rainbow trout: 2010-10-06 00:00:00__120,Rainbow trout: 2006-09-23 00:00:00__55,Rainbow trout: 2002-10-25 00:00:00__55",-121.468364,King County,47.680308,3478,3.2,47.680308 -121.468364
Crosby,"Golden trout: 2012-09-23 00:00:00__70,Golden trout: 2006-09-23 00:00:00__70,Golden trout: 2002-09-08 00:00:00__75",-121.497075,King County,47.722627,4513,1.4,47.722627 -121.497075
Crystal,"Golden trout: 2012-10-04 00:00:00__400,Golden trout: 2006-10-06 00:00:00__300,Golden trout: 2000-10-01 00:00:00__200",-121.482407,King County,47.422233,4744,5.9,47.422233 -121.482407
Crawford,"Golden trout: 2006-09-16 00:00:00__740,Golden trout: 2000-09-16 00:00:00__730",-121.301521,King County,47.549571,5154,14.4,47.549571 -121.301521
Crater Lake Pothole,Cutthroat trout: 2004-09-26 00:00:00__29,-121.540894,King County,47.698149,2816,0.3,47.698149 -121.540894
Cougar,"Golden trout: 2009-09-06 00:00:00__529,Rainbow trout: 2009-09-06 00:00:00__528",-121.528861,King County,47.601629,4125,18.5,47.601629 -121.528861
Copper Pothole - East,"Rainbow trout: 2012-08-26 00:00:00__80,Rainbow trout: 2007-09-13 00:00:00__80,Rainbow trout: 2002-09-10 00:00:00__149",-121.326481,King County,47.597421,4428,1.4,47.597421 -121.326481
Cons,"Rainbow trout: 2011-09-19 00:00:00__140,Rainbow trout: 2002-09-01 00:00:00__140",-121.421156,King County,47.559163,3871,1.4,47.559163 -121.421156
Crater,"Cutthroat trout: 2013-09-05 00:00:00__580,Cutthroat trout: 2011-09-19 00:00:00__580,Cutthroat trout: 2008-09-17 00:00:00__580,Cutthroat trout: 2006-09-30 00:00:00__560,Cutthroat trout: 2004-09-25 00:00:00__580,Cutthroat trout: 2001-09-25 00:00:00__585",-121.536592,King County,47.708343,3504,16.8,47.708343 -121.536592
Coney,"Rainbow trout: 2006-08-01 00:00:00__1,085",-121.463724,King County,47.666938,5165,17.8,47.666938 -121.463724
Cleveland,"Rainbow trout: 2012-10-06 00:00:00__70,Rainbow trout: 2009-09-12 00:00:00__70,Rainbow trout: 2004-09-25 00:00:00__70,Rainbow trout: 2001-08-26 00:00:00__60",-121.420586,King County,47.687302,3990,2.2,47.687302 -121.420586
Charlie Brown,"Rainbow trout: 2011-08-24 00:00:00__120,Rainbow trout: 2005-08-13 00:00:00__120",-121.470204,King County,47.557683,4388,1.8,47.557683 -121.470204
Charlie - South (aka TB 3),"Cutthroat trout: 2011-09-06 00:00:00__229,Cutthroat trout: 2008-09-20 00:00:00__230,Rainbow trout: 2005-07-28 00:00:00__218,Rainbow trout: 2001-09-14 00:00:00__202",-121.365562,King County,47.583509,3963,3.4,47.583509 -121.365562
Charlie - North,"Cutthroat trout: 2011-09-06 00:00:00__160,Cutthroat trout: 2008-09-20 00:00:00__160,Rainbow trout: 2005-07-28 00:00:00__155,Rainbow trout: 2001-09-14 00:00:00__105",-121.369506,King County,47.588629,3960,2.4,47.588629 -121.369506
Cecils,"Cutthroat trout: 2013-07-30 00:00:00__120,Cutthroat trout: 2007-08-28 00:00:00__120",-121.351109,King County,47.570327,4154,4.9,47.570327 -121.351109
Charlie - Middle,"Cutthroat trout: 2011-09-06 00:00:00__60,Cutthroat trout: 2008-09-20 00:00:00__60,Rainbow trout: 2005-07-28 00:00:00__59,Rainbow trout: 2001-09-14 00:00:00__54",-121.366047,King County,47.586462,3957,0.8,47.586462 -121.366047
Cad,"Golden trout: 2000-09-23 00:00:00__200,Rainbow trout: 2012-10-04 00:00:00__80,Rainbow trout: 2007-10-12 00:00:00__80",-121.478162,King County,47.424547,4312,1.1,47.424547 -121.478162
Caroline,"Rainbow trout: 2013-08-06 00:00:00__1,250,Rainbow trout: 2008-09-10 00:00:00__3,150,Rainbow trout: 2003-09-22 00:00:00__480,Rainbow trout: 2002-08-16 00:00:00__2,000",-121.506785,King County,47.487741,4734,55.8,47.487741 -121.506785
Butterfly,"Rainbow trout: 2012-08-25 00:00:00__100,Rainbow trout: 2007-09-10 00:00:00__100,Rainbow trout: 2002-08-25 00:00:00__100",-121.132898,King County,47.636646,5269,2,47.636646 -121.132898
Buried Hatchet,"Cutthroat trout: 2012-09-02 00:00:00__80,Cutthroat trout: 2005-09-05 00:00:00__80",-121.522846,King County,47.5049,5230,0.7,47.5049 -121.522846
Boner,"Golden trout: 2012-09-23 00:00:00__100,Golden trout: 2002-09-29 00:00:00__75",-121.485205,King County,47.714902,4834,2.4,47.714902 -121.485205
Blisses Pond,"Cutthroat trout: 2008-06-28 00:00:00__40,Cutthroat trout: 2005-06-18 00:00:00__50",-121.667385,King County,47.753141,1509,0.3,47.753141 -121.667385
Blethen Pot,"Rainbow trout: 2013-09-16 00:00:00__50,Rainbow trout: 2008-08-16 00:00:00__50",-121.592734,King County,47.568167,3636,1.5,47.568167 -121.592734
Blethen - Upper,"Rainbow trout: 2012-11-01 00:00:00__200,Rainbow trout: 2006-08-17 00:00:00__150,Rainbow trout: 2000-10-07 00:00:00__250",-121.61071,King County,47.56809,3675,3,47.56809 -121.61071
Blethen - Lower,"Rainbow trout: 2012-09-08 00:00:00__500,Rainbow trout: 2009-10-14 00:00:00__500,Rainbow trout: 2004-09-21 00:00:00__339,Rainbow trout: 2000-10-07 00:00:00__335",-121.606111,King County,47.572801,3190,7.9,47.572801 -121.606111
Blethen Pond - West,"Cutthroat trout: 2013-07-21 00:00:00__80,Cutthroat trout: 2009-08-16 00:00:00__50",-121.613382,King County,47.567907,3714,0.5,47.567907 -121.613382
Blazer,"Rainbow trout: 2012-08-01 00:00:00__650,Rainbow trout: 2007-08-05 00:00:00__650,Rainbow trout: 2002-09-01 00:00:00__621",-121.535634,King County,47.427812,4064,6.2,47.427812 -121.535634
Beulah,Rainbow trout: 2001-09-11 00:00:00__90,-121.255304,King County,47.75974,4267,1.2,47.75974 -121.255304
Bear Pot 6 (Upper),Rainbow trout: 2007-07-28 00:00:00__19,-121.384774,King County,47.564432,4382,0.6,47.564432 -121.384774
Angeline,"Cutthroat trout: 2001-08-27 00:00:00__1,998,Golden trout: 2006-09-26 00:00:00__3,000,Rainbow trout: 2004-08-30 00:00:00__8,000,Rainbow trout: 2001-08-27 00:00:00__5,044",-121.307143,King County,47.570765,4613,183.7,47.570765 -121.307143
Bear 1,"Rainbow trout: 2010-09-20 00:00:00__180,Rainbow trout: 2004-10-09 00:00:00__180,Rainbow trout: 2001-08-20 00:00:00__0",-121.485874,King County,47.647976,4679,2.5,47.647976 -121.485874
Thunder Mtn 1,"Rainbow trout: 2010-09-20 00:00:00__100,Rainbow trout: 2005-09-28 00:00:00__100,Rainbow trout: 2001-08-25 00:00:00__160",-121.12398,Chelan County,47.659519,6427,2.3,47.659519 -121.12398
